id,loss
4,1545.3564453125
6,1996.841796875
9,9550.47265625
12,6216.978515625
15,809.0438842773438
17,2311.259765625
21,2169.23828125
28,833.641357421875
32,2442.8505859375
43,3214.945068359375
46,2765.230224609375
50,987.653564453125
54,1262.65869140625
62,1924.729736328125
70,2232.09619140625
71,4962.1357421875
75,2043.66748046875
77,2469.451904296875
81,2453.824462890625
83,2318.339599609375
87,1972.93505859375
97,1739.4134521484375
103,1186.4791259765625
119,1105.166748046875
120,1882.427734375
127,969.9735107421875
138,4749.26904296875
141,3452.00830078125
148,620.0872192382812
150,2335.403564453125
151,2204.43994140625
158,1582.44384765625
160,5689.48291015625
165,2593.181396484375
168,3643.53759765625
169,3745.035888671875
177,2717.48291015625
178,3182.74853515625
184,2041.591796875
194,9430.9501953125
198,1863.72314453125
203,3417.697509765625
211,2637.397705078125
217,1267.9801025390625
219,1388.245361328125
221,4936.78564453125
227,1897.269775390625
230,1564.4781494140625
235,1935.38427734375
240,650.0438232421875
243,3027.838134765625
249,6528.5859375
253,2497.430419921875
258,1380.7066650390625
261,1775.053466796875
263,3631.02587890625
264,2361.11474609375
265,4027.3916015625
268,1754.5572509765625
271,1152.884521484375
274,5443.79150390625
275,716.7327880859375
279,1530.0357666015625
282,1532.4215087890625
286,3209.813232421875
288,1111.4952392578125
294,2128.2705078125
296,1009.812744140625
297,1433.7830810546875
300,797.7572021484375
303,8362.5869140625
314,993.4678955078125
315,4566.42919921875
321,2433.40087890625
323,3928.77099609375
330,4059.72265625
341,2089.206298828125
342,4531.73193359375
352,1633.2977294921875
353,3512.718505859375
360,5079.52490234375
361,2296.149169921875
362,4141.2822265625
366,1384.17919921875
372,3510.9306640625
376,2785.780517578125
377,2328.196044921875
379,1573.712646484375
380,3575.17578125
387,1901.838134765625
392,1931.925048828125
394,10532.201171875
395,1600.5220947265625
397,1468.2371826171875
407,4933.3232421875
411,8724.72265625
416,2510.368896484375
417,1593.994384765625
419,3669.1083984375
428,6021.88623046875
431,1891.12353515625
436,9190.6298828125
438,1565.1917724609375
445,6942.5361328125
446,7229.322265625
455,1319.6905517578125
456,1278.49072265625
461,944.4525146484375
463,1888.9580078125
464,3833.24755859375
466,1828.7154541015625
467,1469.7843017578125
470,1307.56005859375
475,1418.56396484375
482,3352.38330078125
490,3548.566650390625
496,1851.447265625
497,4128.94970703125
508,3020.74755859375
510,1761.6927490234375
512,1948.768798828125
513,3409.739990234375
523,1820.682861328125
531,4809.3818359375
532,2116.306884765625
533,1353.1710205078125
537,1189.1817626953125
544,4854.109375
547,2646.22607421875
556,7759.24951171875
565,1404.180419921875
566,1258.4354248046875
571,1412.816650390625
573,1567.957275390625
574,923.9888916015625
581,1863.496826171875
585,2122.64208984375
589,2019.000244140625
597,1803.2119140625
601,3615.416748046875
602,1851.365966796875
613,1557.95361328125
616,1386.66943359375
619,2349.73876953125
622,2007.401123046875
623,2020.112548828125
629,1539.5321044921875
634,1574.19482421875
638,1078.466552734375
642,1105.39892578125
643,2099.960693359375
645,1025.3583984375
648,6281.193359375
652,1286.215087890625
664,1024.638671875
666,2187.619873046875
672,899.923583984375
676,2202.912109375
678,4037.830078125
682,1798.90380859375
686,2772.177978515625
688,2383.351806640625
689,1235.9580078125
690,1731.58251953125
692,11342.720703125
695,1624.1861572265625
697,3918.74267578125
698,2238.912109375
706,2661.460205078125
708,1513.73046875
712,2786.973876953125
715,4497.345703125
717,1389.997314453125
725,3032.01806640625
729,1132.00146484375
737,1387.4095458984375
739,5617.3720703125
747,3759.909912109375
753,2659.954345703125
758,2115.598876953125
759,2146.544921875
763,1430.714111328125
773,3801.6962890625
774,2024.24609375
776,1479.443115234375
788,3076.734375
790,2849.851318359375
794,1052.552001953125
801,2579.944580078125
802,1497.59423828125
805,1404.3502197265625
809,4898.837890625
812,1595.0784912109375
825,2357.069580078125
828,2371.55322265625
830,1455.955078125
833,1221.4039306640625
850,5772.70849609375
852,6046.22607421875
862,1396.1358642578125
863,1385.7012939453125
864,1520.88818359375
865,3458.0
868,6469.5224609375
872,1556.450439453125
879,5012.197265625
880,1545.700927734375
883,1307.1568603515625
886,1392.3326416015625
923,1797.1259765625
924,1378.7503662109375
932,1462.271484375
945,5350.94873046875
947,6538.8095703125
948,2271.85498046875
955,2819.391845703125
963,4071.373046875
979,1451.66357421875
989,1520.1466064453125
994,2984.8369140625
995,1842.6593017578125
998,1333.03369140625
1000,3879.521728515625
1018,1666.476806640625
1019,1850.544677734375
1028,1626.39599609375
1034,1287.13037109375
1038,1649.2833251953125
1040,1463.2950439453125
1042,1333.28955078125
1057,6752.31103515625
1058,2135.507080078125
1063,1029.56787109375
1066,4620.3798828125
1071,4232.86767578125
1073,4257.60791015625
1074,2696.275634765625
1077,3004.69580078125
1080,9887.0
1088,865.9442138671875
1096,798.880615234375
1097,12091.4755859375
1105,6295.796875
1115,1854.990478515625
1116,2840.3291015625
1122,2291.59228515625
1130,5034.84375
1133,1086.6959228515625
1137,1839.91162109375
1140,1936.386474609375
1143,7603.986328125
1149,5762.4248046875
1150,910.7403564453125
1153,776.0072631835938
1157,819.0559692382812
1180,627.3042602539062
1183,1027.9588623046875
1188,1642.3363037109375
1193,1071.322998046875
1200,781.6431884765625
1209,4214.9326171875
1214,1930.963623046875
1219,2177.92724609375
1223,5731.78125
1227,843.7237548828125
1228,1509.2989501953125
1229,4896.4755859375
1233,882.453125
1238,5823.998046875
1239,1925.367919921875
1241,3128.33544921875
1243,1824.3553466796875
1244,1227.5252685546875
1245,3323.128662109375
1277,4317.341796875
1279,3258.94482421875
1292,11098.1748046875
1293,1421.4097900390625
1299,10060.30859375
1304,2913.981201171875
1313,3665.637939453125
1328,2334.5234375
1330,994.4716796875
1334,1514.4161376953125
1335,1329.2393798828125
1336,5427.4208984375
1341,1077.8851318359375
1344,1131.2928466796875
1351,867.681884765625
1352,2942.351806640625
1354,1509.234619140625
1368,4328.31884765625
1373,1443.1309814453125
1375,694.86962890625
1381,1566.056396484375
1384,4355.47314453125
1385,3993.51806640625
1388,5689.314453125
1401,5133.08984375
1402,2512.1064453125
1404,1474.69140625
1406,1457.89794921875
1409,1096.380859375
1422,1410.36376953125
1429,2879.513671875
1433,5663.78125
1438,1050.67919921875
1444,1162.7913818359375
1446,1214.4534912109375
1450,1086.75244140625
1451,740.839599609375
1454,1867.142578125
1458,2279.474853515625
1461,3422.84521484375
1464,5977.82568359375
1465,1038.04736328125
1478,2084.531494140625
1479,1596.3389892578125
1480,2662.827880859375
1484,2326.947509765625
1486,940.97509765625
1488,849.356689453125
1489,3470.944580078125
1491,992.1046142578125
1507,2324.84228515625
1515,2312.45654296875
1519,2684.263427734375
1528,1779.3101806640625
1529,1016.88623046875
1530,2967.997314453125
1532,1092.7886962890625
1541,1640.812744140625
1542,3310.990234375
1547,1393.2091064453125
1549,1113.269287109375
1553,2405.296142578125
1554,3097.417724609375
1555,1298.6724853515625
1559,1634.2210693359375
1565,1503.0052490234375
1568,1180.437744140625
1576,3646.63623046875
1579,985.5498046875
1592,944.919189453125
1596,3061.078369140625
1605,968.190185546875
1607,1524.96728515625
1612,2242.993896484375
1617,3086.80908203125
1619,2365.77197265625
1620,7688.5634765625
1624,2417.705078125
1627,1324.8006591796875
1633,1788.5328369140625
1636,1261.0672607421875
1639,1111.7041015625
1640,4365.86376953125
1644,1196.0400390625
1646,1468.099609375
1647,2413.62158203125
1654,1212.60595703125
1655,3124.06884765625
1664,6131.703125
1665,2026.890869140625
1667,4869.16064453125
1669,1155.4583740234375
1678,2238.40625
1682,1937.034423828125
1689,1072.0584716796875
1690,2698.969970703125
1693,5420.67333984375
1695,949.8564453125
1705,2261.80712890625
1706,2536.424072265625
1708,2053.497314453125
1716,2100.40380859375
1720,8174.4599609375
1722,1597.0517578125
1749,3890.652099609375
1750,1704.9713134765625
1751,6138.49365234375
1760,2821.02197265625
1763,4580.08544921875
1770,1488.257568359375
1777,2094.432373046875
1785,4934.0087890625
1791,1193.491455078125
1794,4596.6943359375
1800,1241.3857421875
1816,1278.7030029296875
1817,1085.04541015625
1821,3376.603759765625
1836,1427.8878173828125
1838,1555.4339599609375
1851,2055.6796875
1852,2893.356689453125
1854,2423.340576171875
1856,797.5164794921875
1865,763.5184326171875
1872,1118.737548828125
1878,763.5993041992188
1880,1011.2100830078125
1881,1352.2255859375
1882,1905.385009765625
1886,844.3345947265625
1892,1550.971435546875
1894,2171.684326171875
1898,2519.6162109375
1899,2523.149658203125
1902,1187.168212890625
1903,4160.8515625
1906,1351.5987548828125
1910,2448.66650390625
1911,1806.712890625
1914,3412.69482421875
1929,3045.99560546875
1932,1419.695068359375
1952,997.9979248046875
1959,1319.16748046875
1960,1793.995361328125
1976,4046.12744140625
1980,2958.6181640625
1981,1972.83349609375
1987,2364.421630859375
1994,1726.8797607421875
2000,766.9921264648438
2008,2295.57568359375
2011,2630.634033203125
2012,5329.7666015625
2019,1783.1666259765625
2022,3261.630859375
2024,7208.23828125
2028,921.6705322265625
2030,3531.0263671875
2031,6611.31005859375
2047,1830.5174560546875
2049,642.660888671875
2050,1503.1806640625
2051,4117.306640625
2056,1740.4642333984375
2057,1029.7730712890625
2059,2446.94580078125
2069,3646.8564453125
2085,1847.083251953125
2089,928.109375
2090,1564.439453125
2101,3019.046142578125
2114,2320.148681640625
2115,1347.96875
2118,1286.2908935546875
2119,2301.965576171875
2125,1505.8076171875
2128,3310.903076171875
2129,1587.01904296875
2132,1770.9666748046875
2133,2162.51904296875
2135,786.947265625
2136,1643.7169189453125
2143,1222.7642822265625
2144,1140.556396484375
2145,2862.775146484375
2152,2476.992919921875
2160,3239.704345703125
2166,1604.605712890625
2169,1104.903564453125
2170,1541.939208984375
2172,1664.8123779296875
2181,1817.05078125
2183,1817.3421630859375
2185,3008.0869140625
2188,2518.873291015625
2189,2241.499755859375
2194,5159.82763671875
2202,1483.737060546875
2208,2725.03271484375
2227,1892.872314453125
2230,5661.25390625
2235,2350.341796875
2236,1699.622314453125
2244,6878.33349609375
2248,1493.893310546875
2252,1377.8367919921875
2254,1622.1605224609375
2260,5314.2783203125
2263,1885.602783203125
2274,1577.15234375
2277,972.6119384765625
2279,6234.08740234375
2280,12165.6416015625
2283,2718.795166015625
2284,763.5216674804688
2288,3113.595703125
2292,1963.94140625
2295,5338.458984375
2296,1244.0797119140625
2299,2549.272705078125
2315,5028.90087890625
2318,1515.271484375
2329,10707.5
2337,1431.5572509765625
2340,991.3544921875
2342,1676.16650390625
2347,2804.10302734375
2349,4424.33056640625
2354,1303.8087158203125
2361,2540.486328125
2370,1587.0513916015625
2378,2799.940185546875
2382,4025.15478515625
2387,1348.123779296875
2389,2012.9404296875
2394,1416.5123291015625
2396,2110.09130859375
2400,2653.17919921875
2407,2557.205078125
2414,1084.3084716796875
2415,1874.204345703125
2421,2332.397216796875
2427,1632.6937255859375
2428,2395.001708984375
2430,2832.880615234375
2435,2314.90283203125
2445,5098.833984375
2446,1741.3572998046875
2447,1259.3558349609375
2449,1973.0478515625
2451,1782.7052001953125
2458,13072.0146484375
2462,10971.638671875
2463,2527.6201171875
2467,2050.493896484375
2471,5995.79150390625
2475,2279.23486328125
2478,3135.783935546875
2483,4614.701171875
2485,1108.7115478515625
2487,1124.7147216796875
2494,710.6320190429688
2497,1842.6905517578125
2499,1515.0048828125
2503,1485.6746826171875
2513,2771.6904296875
2515,1882.730712890625
2522,1683.3919677734375
2523,1326.3115234375
2528,2701.865966796875
2532,4871.9892578125
2536,1171.373291015625
2538,1562.2474365234375
2539,981.3924560546875
2540,2429.369384765625
2545,5263.13330078125
2548,1022.22412109375
2549,980.767822265625
2553,2391.367431640625
